outcome,recency<0.33q,recency>0.66q,0.33q<=recency<=0.66q,lifetime<0.33q,lifetime>0.66q,0.33q<=lifetime<=0.66q,bigstoreshare<0.33q,bigstoreshare>0.66q,0.33q<=bigstoreshare<=0.66q,sum0<0.33q,sum0>0.66q,0.33q<=sum0<=0.66q,treatment,treat1,treat2,numbasket0,sum0,avgcart<0.33q,avgcart>0.66q,0.33q<=avgcart<=0.66q
True,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,27,8244.44,1,0,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,39,10426.6,1,0,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,16,25441.86,0,1,0
True,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,18,6182.58,0,0,1
True,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,18,16521.39,0,1,0
True,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,59,21172.62,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,382.3,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,38,11881.07,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,7,4237.73,0,1,0
True,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,16,10103.37,0,1,0
False,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,15,4339.38,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,97,85413.31,0,1,0
False,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,6,1274.94,1,0,0
False,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,5,1974.5,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,3,994.99999,1,0,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,48,29801.36,0,1,0
True,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,26,43171.43,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,20,18530.87,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,57,63382.65,0,1,0
True,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,24,7611.7,1,0,0
True,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,54,34616.58,0,1,0
False,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,17,5055.25,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,387.61,0,0,1
True,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,3,667.61,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,3,264.2,1,0,0
True,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,82,18016.21,1,0,0
False,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,38,11546.24,1,0,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,28,7863.89,1,0,0
True,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,58,31070.2,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,220.8,1,0,0
False,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,53,19201.4,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,2,515.83,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,2,297.30998999999997,1,0,0
True,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,82,35425.13,0,0,1
True,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,27,56646.98,0,1,0
True,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,181,119927.32,0,1,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,31,9351.64,1,0,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,53,22225.37,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,6,1646.64,1,0,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,60,91257.93,0,1,0
False,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,88,71204.46,0,1,0
True,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,25,4844.51,1,0,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,134,23211.99,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,120,98409.33,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,308,176671.71,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,213.82,1,0,0
False,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,502.7,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,52,14247.07,1,0,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,20,11301.94,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,5,400.10001,1,0,0
False,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,202,218004.57,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,2,1564.8,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,70,214223.1,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,2,635.8,1,0,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,232,80426.03,0,0,1
True,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,110,49448.98,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,8,2741.15,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,201,73594.09,0,0,1
True,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,133,100147.7,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,135,65602.76,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,198,49590.17,1,0,0
False,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,20,19483.02,0,1,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,82,13115.97,1,0,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,126,40734.15,1,0,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,8,2282.8,1,0,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,409,302778.04,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,124,121190.61,0,1,0
True,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,21,13778.0,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,4,4019.31,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,56,30473.02,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,14,3508.6,1,0,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,178,225302.56,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,150,90889.67,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,89,71769.21,0,1,0
True,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,63,17557.65,1,0,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,44,9291.73,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,3,2750.86,0,1,0
True,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,5,3226.05,0,1,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,65.0,1,0,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,6,5121.4,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,68.5,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,168,52730.76,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,196,357777.84,0,1,0
False,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,124,47575.64,0,0,1
False,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,17,13163.92,0,1,0
True,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,76,26471.79,0,0,1
True,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,50,69083.02,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,83,30315.3,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,86,90699.09,0,1,0
True,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,35,22657.13,0,1,0
True,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,46,26146.14,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,557.59998,0,0,1
True,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,40,28043.76,0,1,0
False,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,49,10636.56,1,0,0
True,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,53,35471.13,0,1,0
True,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,16,17004.22,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,94.799999,1,0,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,225,157733.76,0,1,0
False,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,13,6719.1,0,0,1
True,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,30,21973.87,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,400,301705.91,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,214,46564.22,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,356.7,0,0,1
True,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,25,39650.24,0,1,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,58,36079.49,0,1,0
True,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,8,2259.68,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,96.299999,1,0,0
True,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,24,6495.17,1,0,0
True,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,25,7488.74,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,144,84172.36,0,0,1
True,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,5,847.9000199999999,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,11,8434.19,0,1,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,22,10719.66,0,0,1
False,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,9,2297.31,1,0,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,59,39037.94,0,1,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,83,25800.87,1,0,0
True,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,53,41579.25,0,1,0
True,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,12,4170.3,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,264,117034.75,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,5,999.50001,1,0,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,179,50241.15,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,3,1844.33,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,3,516.60001,1,0,0
True,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,52,31927.74,0,1,0
True,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,118,33504.59,1,0,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,38,37134.67,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,414,200984.4,0,0,1
True,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,76,18069.51,1,0,0
True,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,38,15418.07,0,0,1
True,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,179,36158.46,1,0,0
False,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,98,60127.44,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,75.800003,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,153,63240.07,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,3550.4,0,1,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,9,8123.57,0,1,0
True,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,91,73843.2,0,1,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,20,12066.0,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,4,293.6,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,159,72826.69,0,0,1
True,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,24,2861.05,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,11,5745.68,0,0,1
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,182,83511.57,0,0,1
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,259,194012.43,0,1,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,822.3,0,0,1
True,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,45,27512.97,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,58,56891.83,0,1,0
True,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,20,5388.14,1,0,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,48,26899.82,0,0,1
True,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,23,6361.32,1,0,0
True,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,116,24104.3,1,0,0
False,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,119,182504.12,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,4,1901.9,0,0,1
True,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,22,17537.71,0,1,0
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,22,3758.78,1,0,0
False,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,29,25108.64,0,1,0
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,6,2564.09,0,0,1
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,39,120029.64,0,1,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,22,16261.41,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,171,131363.95,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,266,286506.95,0,1,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,4,723.9,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,155,54630.13,0,0,1
True,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,29,31177.58,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,3,777.50001,1,0,0
False,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,28,20483.38,0,1,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,52,42001.69,0,1,0
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,9,5544.32,0,1,0
False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,7,9010.37,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,216,70659.27,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,228,110793.66,0,0,1
True,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,6,2485.52,0,0,1
False,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,13,2020.3,1,0,0
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,14,8082.18,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,31,9253.33,1,0,0
True,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,130,67790.24,0,0,1
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,72,23656.2,1,0,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,19,7663.0501,0,0,1
True,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,159,54024.99,0,0,1
True,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,66,32409.79,0,0,1
False,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,162,133159.57,0,1,0
False,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,58,10317.11,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,188,116867.46,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,218,52923.71,1,0,0
True,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,81,41410.4,0,0,1
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,75,27478.51,0,0,1
True,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,165,149504.56,0,1,0
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,87,44259.94,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,7,534.10001,1,0,0
False,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,169,42669.05,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,44,78408.61,0,1,0
False,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,12,6463.04,0,0,1
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,150,151264.02,0,1,0
False,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,11,10139.04,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1005.3,0,1,0
True,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,94,59290.11,0,1,0
True,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,55,12781.04,1,0,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,135,129275.56,0,1,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,36,21549.92,0,0,1
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,33,5639.62,1,0,0
True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,18,4656.33,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,176,357218.28,0,1,0
True,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,45,10095.65,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,3,181.3,1,0,0
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,11,3650.47,1,0,0
True,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,203,116789.0,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2224.72,0,1,0
True,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,77,29307.13,0,0,1
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,17,4431.9,1,0,0
False,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,15,10053.52,0,1,0
True,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,73,41739.45,0,0,1
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,187,171777.65,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,66,90721.51,0,1,0
False,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,60,32876.09,0,0,1
True,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,35,21212.17,0,1,0
False,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,246,309981.75,0,1,0
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,109.9,1,0,0
True,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,161,42097.96,1,0,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,168,64060.74,0,0,1
True,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,6,1577.46,1,0,0
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,80,45357.83,0,0,1
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,359,283883.22,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,121,132643.88,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,233,207952.61,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,95,80379.75,0,1,0
True,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,52,44685.43,0,1,0
True,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,81,88640.56,0,1,0
True,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,68,46951.84,0,1,0
False,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,430,50974.5,1,0,0
True,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,134,33983.0,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,10,4320.88,0,0,1
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,8,2151.65,1,0,0
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,20,3089.3,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,417,240641.85,0,0,1
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,90,19098.69,1,0,0
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,6,3342.56,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,14,9431.57,0,1,0
True,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,54,27007.82,0,0,1
False,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,619.2,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,504,131370.98,1,0,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,22,10462.01,0,0,1
True,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,14,2389.86,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,72,73989.76,0,1,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,57,43055.91,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,80,103147.24,0,1,0
True,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,3957.06,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,188.8,1,0,0
True,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,8,2873.12,0,0,1
True,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,26,19404.68,0,1,0
False,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,27,5199.38,1,0,0
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,5,3403.79,0,1,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,49,28699.07,0,0,1
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,39,10615.15,1,0,0
True,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,79,13845.42,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,236,147018.03,0,1,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,102,34850.06,0,0,1
True,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,8,5101.13,0,1,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,224,61785.14,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,197,111472.85,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,9,1280.86,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,148,132435.91,0,1,0
False,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,38,43032.02,0,1,0
False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,35.099998,1,0,0
False,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,58,14804.45,1,0,0
True,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,51,14242.83,1,0,0
False,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3455.28,0,1,0
True,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,55,27271.62,0,0,1
True,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,149,88319.09,0,0,1
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,135,50962.91,0,0,1
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,58,25163.68,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,51,50361.06,0,1,0
True,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,64,8901.1,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,100,54324.68,0,0,1
True,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,879.51999,0,1,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,30,13118.68,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,199,346307.33,0,1,0
True,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,67,43608.97,0,1,0
False,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,35,10782.58,1,0,0
False,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,16,2378.29,1,0,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,59,17485.85,1,0,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,179,114974.03,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,470.2,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,10,7526.54,0,1,0
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,19,8429.96,0,0,1
False,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,7,1366.3,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,95,53399.4,0,0,1
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,56,27955.62,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,105,44754.63,0,0,1
True,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,19,2650.62,1,0,0
False,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3,1159.1,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,245,236316.06,0,1,0
False,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,80,36474.36,0,0,1
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,113,51631.33,0,0,1
True,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,52,13455.75,1,0,0
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,25,8306.25,1,0,0
True,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,23,35596.6,0,1,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,193,61650.32,1,0,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,55,19374.76,0,0,1
False,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,92,52423.11,0,0,1
True,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,44,60105.61,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,153,46469.86,1,0,0
True,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,49,22371.09,0,0,1
True,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,13,6661.7601,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,141,48463.04,0,0,1
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,199,221341.81,0,1,0
False,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,195,28328.09,1,0,0
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,9,4367.12,0,0,1
