outcome,recency<0.33q,recency>0.66q,0.33q<=recency<=0.66q,lifetime<0.33q,lifetime>0.66q,0.33q<=lifetime<=0.66q,bigstoreshare<0.33q,bigstoreshare>0.66q,0.33q<=bigstoreshare<=0.66q,sum0<0.33q,sum0>0.66q,0.33q<=sum0<=0.66q,treatment,treat1,treat2,numbasket0,sum0,avgcart<0.33q,avgcart>0.66q,0.33q<=avgcart<=0.66q
True,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,87,34619.54,0,0,1
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,4,2791.55,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,148,179966.5,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,12,2769.6,1,0,0
True,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,56,28329.89,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,60,35642.19,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,137,71174.34,0,0,1
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,327,143927.51,0,0,1
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,125,117018.6,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,1286.8,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,184,45500.52,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,137,99259.91,0,1,0
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,3,834.3,1,0,0
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,168,53048.72,1,0,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,64,47820.49,0,1,0
True,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,276,41539.94,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,1727.52,0,0,1
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,43,115303.35,0,1,0
True,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,58,8341.4,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,676.78,0,0,1
True,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,13,7441.75,0,0,1
True,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,137,52163.78,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,90,93091.18,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,6,1019.07,1,0,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,11,3730.64,0,0,1
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,81,70051.53,0,1,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,47,45772.34,0,1,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,58,60405.13,0,1,0
True,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,16,3362.97,1,0,0
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,22,4467.06,1,0,0
True,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,41,14746.3,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,36,12134.76,1,0,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,41,28596.43,0,1,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,13,1553.25,1,0,0
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,32,7649.5,1,0,0
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,16,8333.06,0,0,1
False,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,239,81642.29,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,97.0,1,0,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,104,31772.91,1,0,0
False,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,42,11891.65,1,0,0
False,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,44,15633.69,0,0,1
True,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,94,30412.78,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,833.1,1,0,0
False,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,26,22509.2,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,31,5786.36,1,0,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,40,67590.59,0,1,0
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,31,7581.46,1,0,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,63,34483.14,0,0,1
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,47,19819.85,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,49,22119.95,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,176.2,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,433.68,0,0,1
True,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,16,5071.79,1,0,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,241,34782.44,1,0,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,40,26090.88,0,1,0
True,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,26,2966.7,1,0,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,91,43852.41,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,272,108090.28,0,0,1
True,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,33,21845.26,0,1,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,84,128535.01,0,1,0
False,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,8,2094.31,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,5,9374.2901,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,6117.69,0,1,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,11,3859.52,0,0,1
False,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,89,39517.96,0,0,1
False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,154.8,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,129,61256.61,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,72,28367.93,0,0,1
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,194,209082.79,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,56,73478.57,0,1,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,43,4046.8,1,0,0
True,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,36,20346.53,0,0,1
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,251,57359.2,1,0,0
True,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,52,22154.67,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,86,29817.26,0,0,1
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,191,75834.89,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,24,3062.55,1,0,0
True,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,18,9824.48,0,0,1
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,38,15723.2,0,0,1
True,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,27,3482.05,1,0,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,192,27233.66,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,156,51528.45,1,0,0
True,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,234,54543.36,1,0,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,7,1432.23,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,393.2,0,0,1
True,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,61,41103.11,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,38,18466.26,0,0,1
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,21,6311.74,1,0,0
True,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,147,240137.52,0,1,0
False,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,11,3525.46,1,0,0
True,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,6,4779.54,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,187,114547.5,0,1,0
False,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,48,33648.77,0,1,0
True,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,27,43122.43,0,1,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,175,68280.56,0,0,1
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,38,18664.64,0,0,1
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,19,6775.58,0,0,1
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,3,1287.32,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,9,728.15001,1,0,0
True,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,10,2829.3,1,0,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,91,20931.36,1,0,0
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,32,9791.38,1,0,0
False,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,216,80358.09,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,582.50001,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,4,1067.46,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,62,95945.28,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,294.19001000000003,1,0,0
True,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,41,9063.44,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,159,75197.2,0,0,1
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,123,68840.51,0,0,1
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,15,5370.3,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,7,2026.92,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,5,1163.9,1,0,0
True,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,49,42418.77,0,1,0
True,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,90,57315.35,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,138,168826.34,0,1,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,28,29643.09,0,1,0
True,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,15,4609.71,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,261,97011.45,0,0,1
True,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,31,9398.18,1,0,0
True,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,64,107287.16,0,1,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,53,70036.26,0,1,0
True,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,29,53114.91,0,1,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,331,154864.5,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,142,164237.79,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,571.28,0,0,1
False,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,16,4616.54,1,0,0
False,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,27,12539.93,0,0,1
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,32,66638.32,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,6,1459.23,1,0,0
True,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,48,12858.98,1,0,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,108,30606.18,1,0,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,229,82724.92,0,0,1
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,12,7875.24,0,1,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,41,36484.11,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,908.56,0,1,0
False,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,28,22091.8,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,27,10883.47,0,0,1
True,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,30,20945.95,0,1,0
False,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,74,62786.82,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,166,136639.97,0,1,0
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,144,99935.64,0,1,0
True,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,20,18140.24,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,86,32411.29,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,210,88470.71,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,644.2,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,629.3,0,1,0
True,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,48,48930.36,0,1,0
False,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,5,2667.06,0,0,1
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,47,18001.67,0,0,1
False,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,15,12869.32,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,110,255590.02,0,1,0
True,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,80,71441.59,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,58,12230.8,1,0,0
True,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,86,35674.01,0,0,1
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,9,2673.26,1,0,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3,213.1,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,6,721.12,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,119,212007.02,0,1,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,59,45792.32,0,1,0
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,150,58469.84,0,0,1
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,20,6632.28,1,0,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,137,58767.27,0,0,1
False,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,11,2005.58,1,0,0
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,384,596882.78,0,1,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,36,32144.01,0,1,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,48,120198.54,0,1,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,384,108933.25,1,0,0
True,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,35,16136.27,0,0,1
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,52,12784.42,1,0,0
False,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,31,13091.26,0,0,1
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,33,8108.37,1,0,0
True,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,25,8516.6801,0,0,1
True,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,131,23866.43,1,0,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,26,12882.66,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,114,48051.75,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,137,98545.86,0,1,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,63,25926.98,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,7,3480.8,0,0,1
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,56,7535.1601,1,0,0
True,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,59,27812.25,0,0,1
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,214,55556.97,1,0,0
False,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,40,11708.27,1,0,0
True,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,18,8748.2,0,0,1
True,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,229,40135.69,1,0,0
True,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,50,22120.74,0,0,1
True,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,71,24768.56,0,0,1
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,18,8197.36,0,0,1
False,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,49,39443.75,0,1,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,35,16896.85,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,822.41999,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,20,19205.82,0,1,0
False,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,4,2245.27,0,0,1
True,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,76,35321.79,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,245,39457.32,1,0,0
True,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,61,34404.53,0,0,1
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,6,1980.11,1,0,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,95,214162.02,0,1,0
True,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,2,1026.21,0,0,1
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,219,50623.32,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,354,159478.71,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,390.3,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,208,131234.08,0,1,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,46,29526.79,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,265,85491.17,1,0,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,25,16346.27,0,1,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,257,138246.57,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,24,2863.5,1,0,0
True,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,82,24343.34,1,0,0
False,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,211,103075.48,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,37,29128.98,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,43,43588.19,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,5,2055.99,0,0,1
False,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,6,12354.95,0,1,0
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,4,1114.07,1,0,0
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,33,16856.37,0,0,1
False,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,206,103285.99,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,103.6,1,0,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,161,144321.44,0,1,0
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,145,58610.89,0,0,1
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,43,17347.61,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,209,188943.6,0,1,0
True,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,119,95002.25,0,1,0
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,85,39581.68,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,176,76008.81,0,0,1
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,57,261985.77,0,1,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,92,59083.52,0,1,0
True,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,105,26862.77,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,11,3203.86,1,0,0
False,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,10,4778.11,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,112,37921.89,0,0,1
True,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,15,1317.19,1,0,0
False,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,30,31621.31,0,1,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,496.5,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,449,192784.2,0,0,1
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,129,30295.91,1,0,0
True,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,30,5932.26,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,2111.4,0,1,0
False,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,17,16905.7,0,1,0
True,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,407,70918.55,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,148,57170.49,0,0,1
False,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,3,446.1,1,0,0
False,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,48,81372.5,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,174,58144.5,1,0,0
True,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,64,67770.93,0,1,0
True,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,60,31400.76,0,0,1
True,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,116,56970.19,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,3,630.92,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,20,952.92,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,229.01,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,191,69251.12,0,0,1
False,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,126,67836.78,0,0,1
False,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,81,44166.58,0,0,1
True,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,22,6194.41,1,0,0
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,105.8,1,0,0
True,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,67,102246.9,0,1,0
True,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,71,33241.21,0,0,1
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,7,843.36,1,0,0
False,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,9,5340.7,0,0,1
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,3,1637.31,0,0,1
False,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,235.34,1,0,0
True,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,113,58838.19,0,0,1
True,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,16,4041.3,1,0,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,7,1422.86,1,0,0
True,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,96,29002.0,1,0,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,172.8,1,0,0
True,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,48,7956.2,1,0,0
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,27,5016.08,1,0,0
True,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,61,28360.08,0,0,1
True,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,129,27506.49,1,0,0
True,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,13,4381.12,1,0,0
True,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,14,53454.33,0,1,0
True,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,50,27587.47,0,0,1
True,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,240,56480.73,1,0,0
False,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,16,2110.44,1,0,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,300,195417.41,0,1,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,275,73537.06,1,0,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,63,61354.09,0,1,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,3,1959.51,0,1,0
True,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,69,25725.15,0,0,1
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,473.71,1,0,0
True,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,56,24423.61,0,0,1
False,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,9,10106.88,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,8,1853.68,1,0,0
False,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,18,11590.0,0,1,0
True,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,314,238872.11,0,1,0
True,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,5,1437.67,1,0,0
True,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,121,46310.79,0,0,1
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,70,49921.15,0,1,0
False,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,46,12925.83,1,0,0
True,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,8,18781.97,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,918.8099900000001,0,1,0
False,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,23.910001,1,0,0
True,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,54,70398.28,0,1,0
True,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,110,137525.91,0,1,0
True,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,54,49068.71,0,1,0
True,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,7,1638.37,1,0,0
True,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,162,56585.44,0,0,1
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,64,25218.87,0,0,1
False,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,44,30372.41,0,1,0
False,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,14,6101.29,0,0,1
True,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,128,71029.31,0,0,1
False,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,975.8599800000001,0,0,1
True,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,147,30159.13,1,0,0
True,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,208,184451.77,0,1,0
False,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,18,2930.55,1,0,0
